,state,abbreviation,ages,year,population,area (sq. mi)
0,Alabama,AL,under18,2012,1117489.0,52423
1,Alabama,AL,total,2012,4817528.0,52423
2,Alabama,AL,under18,2010,1130966.0,52423
3,Alabama,AL,total,2010,4785570.0,52423
4,Alabama,AL,under18,2011,1125763.0,52423
5,Alabama,AL,total,2011,4801627.0,52423
6,Alabama,AL,total,2009,4757938.0,52423
7,Alabama,AL,under18,2009,1134192.0,52423
8,Alabama,AL,under18,2013,1111481.0,52423
9,Alabama,AL,total,2013,4833722.0,52423
10,Alabama,AL,total,2007,4672840.0,52423
11,Alabama,AL,under18,2007,1132296.0,52423
12,Alabama,AL,total,2008,4718206.0,52423
13,Alabama,AL,under18,2008,1134927.0,52423
14,Alabama,AL,total,2005,4569805.0,52423
15,Alabama,AL,under18,2005,1117229.0,52423
16,Alabama,AL,total,2006,4628981.0,52423
17,Alabama,AL,under18,2006,1126798.0,52423
18,Alabama,AL,total,2004,4530729.0,52423
19,Alabama,AL,under18,2004,1113662.0,52423
20,Alabama,AL,total,2003,4503491.0,52423
21,Alabama,AL,under18,2003,1113083.0,52423
22,Alabama,AL,total,2001,4467634.0,52423
23,Alabama,AL,under18,2001,1120409.0,52423
24,Alabama,AL,total,2002,4480089.0,52423
25,Alabama,AL,under18,2002,1116590.0,52423
26,Alabama,AL,under18,1999,1121287.0,52423
27,Alabama,AL,total,1999,4430141.0,52423
28,Alabama,AL,total,2000,4452173.0,52423
29,Alabama,AL,under18,2000,1122273.0,52423
30,Alabama,AL,total,1998,4404701.0,52423
31,Alabama,AL,under18,1998,1118252.0,52423
32,Alabama,AL,under18,1997,1122893.0,52423
33,Alabama,AL,total,1997,4367935.0,52423
34,Alabama,AL,total,1996,4331103.0,52423
35,Alabama,AL,total,1995,4296800.0,52423
36,Alabama,AL,under18,1995,1110553.0,52423
37,Alabama,AL,under18,1996,1112092.0,52423
38,Alabama,AL,total,1994,4260229.0,52423
39,Alabama,AL,total,1993,4214202.0,52423
40,Alabama,AL,under18,1993,1085606.0,52423
41,Alabama,AL,under18,1994,1097180.0,52423
42,Alabama,AL,under18,1992,1072873.0,52423
43,Alabama,AL,total,1992,4154014.0,52423
44,Alabama,AL,total,1991,4099156.0,52423
45,Alabama,AL,under18,1991,1060794.0,52423
46,Alabama,AL,under18,1990,1050041.0,52423
47,Alabama,AL,total,1990,4050055.0,52423
48,Alaska,AK,total,1990,553290.0,656425
49,Alaska,AK,under18,1990,177502.0,656425
50,Alaska,AK,total,1992,588736.0,656425
51,Alaska,AK,under18,1991,182180.0,656425
52,Alaska,AK,under18,1992,184878.0,656425
53,Alaska,AK,total,1994,603308.0,656425
54,Alaska,AK,under18,1994,187439.0,656425
55,Alaska,AK,total,1991,570193.0,656425
56,Alaska,AK,total,1993,599434.0,656425
57,Alaska,AK,under18,1993,187190.0,656425
58,Alaska,AK,total,1995,604412.0,656425
59,Alaska,AK,under18,1995,184990.0,656425
60,Alaska,AK,total,1996,608569.0,656425
61,Alaska,AK,under18,1996,185360.0,656425
62,Alaska,AK,under18,1997,188280.0,656425
63,Alaska,AK,under18,1998,192636.0,656425
64,Alaska,AK,total,1998,619933.0,656425
65,Alaska,AK,total,1997,612968.0,656425
66,Alaska,AK,under18,1999,191422.0,656425
67,Alaska,AK,total,1999,624779.0,656425
68,Alaska,AK,total,2000,627963.0,656425
69,Alaska,AK,under18,2000,190615.0,656425
70,Alaska,AK,total,2001,633714.0,656425
71,Alaska,AK,under18,2001,188771.0,656425
72,Alaska,AK,total,2002,642337.0,656425
73,Alaska,AK,under18,2002,188482.0,656425
74,Alaska,AK,total,2003,648414.0,656425
75,Alaska,AK,under18,2003,186843.0,656425
76,Alaska,AK,total,2004,659286.0,656425
77,Alaska,AK,under18,2004,186335.0,656425
78,Alaska,AK,total,2005,666946.0,656425
79,Alaska,AK,under18,2005,185304.0,656425
80,Alaska,AK,total,2006,675302.0,656425
81,Alaska,AK,under18,2006,185580.0,656425
82,Alaska,AK,total,2007,680300.0,656425
83,Alaska,AK,under18,2007,184344.0,656425
84,Alaska,AK,total,2008,687455.0,656425
85,Alaska,AK,under18,2008,183124.0,656425
86,Alaska,AK,under18,2013,188132.0,656425
87,Alaska,AK,total,2013,735132.0,656425
88,Alaska,AK,total,2009,698895.0,656425
89,Alaska,AK,under18,2009,186351.0,656425
90,Alaska,AK,under18,2010,187902.0,656425
91,Alaska,AK,total,2010,713868.0,656425
92,Alaska,AK,under18,2011,188329.0,656425
93,Alaska,AK,total,2011,723375.0,656425
94,Alaska,AK,under18,2012,188162.0,656425
95,Alaska,AK,total,2012,730307.0,656425
96,Arizona,AZ,under18,2012,1617149.0,114006
97,Arizona,AZ,total,2012,6551149.0,114006
98,Arizona,AZ,under18,2011,1616353.0,114006
99,Arizona,AZ,total,2011,6468796.0,114006
100,Arizona,AZ,under18,2010,1628563.0,114006
101,Arizona,AZ,total,2010,6408790.0,114006
102,Arizona,AZ,under18,2013,1616814.0,114006
103,Arizona,AZ,total,2013,6626624.0,114006
104,Arizona,AZ,total,2009,6343154.0,114006
105,Arizona,AZ,under18,2009,1627343.0,114006
106,Arizona,AZ,total,2007,6167681.0,114006
107,Arizona,AZ,under18,2007,1607895.0,114006
108,Arizona,AZ,total,2008,6280362.0,114006
109,Arizona,AZ,under18,2008,1628651.0,114006
110,Arizona,AZ,total,2005,5839077.0,114006
111,Arizona,AZ,under18,2005,1529168.0,114006
112,Arizona,AZ,total,2006,6029141.0,114006
113,Arizona,AZ,under18,2006,1574867.0,114006
114,Arizona,AZ,total,2004,5652404.0,114006
115,Arizona,AZ,under18,2004,1484454.0,114006
116,Arizona,AZ,total,2003,5510364.0,114006
117,Arizona,AZ,under18,2003,1453671.0,114006
118,Arizona,AZ,total,2001,5273477.0,114006
119,Arizona,AZ,under18,2001,1399015.0,114006
120,Arizona,AZ,total,2002,5396255.0,114006
121,Arizona,AZ,under18,2002,1427938.0,114006
122,Arizona,AZ,under18,1999,1332396.0,114006
123,Arizona,AZ,total,1999,5023823.0,114006
124,Arizona,AZ,total,2000,5160586.0,114006
125,Arizona,AZ,under18,2000,1373414.0,114006
126,Arizona,AZ,total,1998,4883342.0,114006
127,Arizona,AZ,under18,1998,1285794.0,114006
128,Arizona,AZ,total,1997,4736990.0,114006
129,Arizona,AZ,under18,1997,1237159.0,114006
130,Arizona,AZ,under18,1996,1215285.0,114006
131,Arizona,AZ,total,1996,4586940.0,114006
132,Arizona,AZ,total,1995,4432499.0,114006
133,Arizona,AZ,under18,1995,1173391.0,114006
134,Arizona,AZ,total,1993,4065440.0,114006
135,Arizona,AZ,under18,1993,1094233.0,114006
136,Arizona,AZ,under18,1994,1119857.0,114006
137,Arizona,AZ,total,1994,4245089.0,114006
138,Arizona,AZ,under18,1992,1055572.0,114006
139,Arizona,AZ,under18,1991,1028285.0,114006
140,Arizona,AZ,total,1991,3788576.0,114006
141,Arizona,AZ,total,1992,3915740.0,114006
142,Arizona,AZ,under18,1990,1006040.0,114006
143,Arizona,AZ,total,1990,3684097.0,114006
144,Arkansas,AR,under18,1990,620933.0,53182
145,Arkansas,AR,total,1990,2356586.0,53182
146,Arkansas,AR,total,1991,2383144.0,53182
147,Arkansas,AR,under18,1991,626212.0,53182
148,Arkansas,AR,under18,1992,638269.0,53182
149,Arkansas,AR,total,1992,2415984.0,53182
150,Arkansas,AR,under18,1994,653842.0,53182
151,Arkansas,AR,total,1994,2494019.0,53182
152,Arkansas,AR,total,1993,2456303.0,53182
153,Arkansas,AR,under18,1993,643474.0,53182
154,Arkansas,AR,under18,1995,667671.0,53182
155,Arkansas,AR,total,1995,2535399.0,53182
156,Arkansas,AR,under18,1996,677912.0,53182
157,Arkansas,AR,total,1996,2572109.0,53182
158,Arkansas,AR,under18,1998,683637.0,53182
159,Arkansas,AR,total,1997,2601091.0,53182
160,Arkansas,AR,under18,1997,680203.0,53182
161,Arkansas,AR,total,1998,2626289.0,53182
162,Arkansas,AR,total,2000,2678588.0,53182
163,Arkansas,AR,under18,2000,680378.0,53182
164,Arkansas,AR,under18,1999,681940.0,53182
165,Arkansas,AR,total,1999,2651860.0,53182
166,Arkansas,AR,total,2002,2705927.0,53182
167,Arkansas,AR,under18,2002,678798.0,53182
168,Arkansas,AR,total,2001,2691571.0,53182
169,Arkansas,AR,under18,2001,679606.0,53182
170,Arkansas,AR,total,2004,2749686.0,53182
171,Arkansas,AR,under18,2004,683166.0,53182
172,Arkansas,AR,total,2003,2724816.0,53182
173,Arkansas,AR,under18,2003,679579.0,53182
174,Arkansas,AR,total,2006,2821761.0,53182
175,Arkansas,AR,under18,2006,697842.0,53182
176,Arkansas,AR,total,2005,2781097.0,53182
177,Arkansas,AR,under18,2005,689787.0,53182
178,Arkansas,AR,total,2008,2874554.0,53182
179,Arkansas,AR,under18,2008,705725.0,53182
180,Arkansas,AR,total,2007,2848650.0,53182
181,Arkansas,AR,under18,2007,702737.0,53182
182,Arkansas,AR,total,2009,2896843.0,53182
183,Arkansas,AR,under18,2009,707886.0,53182
184,Arkansas,AR,under18,2013,709866.0,53182
185,Arkansas,AR,total,2013,2959373.0,53182
186,Arkansas,AR,under18,2011,710576.0,53182
187,Arkansas,AR,total,2011,2938506.0,53182
188,Arkansas,AR,under18,2010,711947.0,53182
189,Arkansas,AR,total,2010,2922280.0,53182
190,Arkansas,AR,under18,2012,710471.0,53182
191,Arkansas,AR,total,2012,2949828.0,53182
192,California,CA,under18,2012,9209007.0,163707
193,California,CA,total,2012,37999878.0,163707
194,California,CA,under18,2011,9252336.0,163707
195,California,CA,total,2011,37668681.0,163707
196,California,CA,under18,2010,9284094.0,163707
197,California,CA,total,2010,37333601.0,163707
198,California,CA,under18,2013,9174877.0,163707
199,California,CA,total,2013,38332521.0,163707
200,California,CA,total,2009,36961229.0,163707
201,California,CA,under18,2009,9294501.0,163707
202,California,CA,total,2007,36250311.0,163707
203,California,CA,under18,2007,9335620.0,163707
204,California,CA,total,2008,36604337.0,163707
205,California,CA,under18,2008,9321621.0,163707
206,California,CA,total,2005,35827943.0,163707
207,California,CA,under18,2005,9405565.0,163707
208,California,CA,total,2006,36021202.0,163707
209,California,CA,under18,2006,9370884.0,163707
210,California,CA,total,2003,35253159.0,163707
211,California,CA,under18,2003,9404594.0,163707
212,California,CA,total,2004,35574576.0,163707
213,California,CA,under18,2004,9418497.0,163707
214,California,CA,total,2001,34479458.0,163707
215,California,CA,under18,2001,9325466.0,163707
216,California,CA,total,2002,34871843.0,163707
217,California,CA,under18,2002,9365142.0,163707
218,California,CA,under18,1999,9207878.0,163707
219,California,CA,total,1999,33499204.0,163707
220,California,CA,total,2000,33987977.0,163707
221,California,CA,under18,2000,9267089.0,163707
222,California,CA,under18,1998,9163238.0,163707
223,California,CA,total,1998,32987675.0,163707
224,California,CA,under18,1997,9135359.0,163707
225,California,CA,total,1997,32486010.0,163707
226,California,CA,under18,1996,9079519.0,163707
227,California,CA,total,1996,32018834.0,163707
228,California,CA,total,1995,31696582.0,163707
229,California,CA,under18,1995,8920578.0,163707
230,California,CA,total,1993,31274928.0,163707
231,California,CA,under18,1993,8624810.0,163707
232,California,CA,under18,1994,8790058.0,163707
233,California,CA,total,1994,31484435.0,163707
234,California,CA,total,1991,30470736.0,163707
235,California,CA,under18,1991,8245605.0,163707
236,California,CA,under18,1992,8439647.0,163707
237,California,CA,total,1992,30974659.0,163707
238,California,CA,under18,1990,7980501.0,163707
239,California,CA,total,1990,29959515.0,163707
240,Colorado,CO,total,1990,3307618.0,104100
241,Colorado,CO,under18,1990,881640.0,104100
242,Colorado,CO,total,1992,3495939.0,104100
243,Colorado,CO,under18,1992,925577.0,104100
244,Colorado,CO,under18,1991,896537.0,104100
245,Colorado,CO,total,1991,3387119.0,104100
246,Colorado,CO,total,1994,3724168.0,104100
247,Colorado,CO,under18,1994,966412.0,104100
248,Colorado,CO,under18,1993,947806.0,104100
249,Colorado,CO,total,1993,3613734.0,104100
250,Colorado,CO,under18,1995,984310.0,104100
251,Colorado,CO,total,1995,3826653.0,104100
252,Colorado,CO,total,1996,3919972.0,104100
253,Colorado,CO,under18,1996,1003946.0,104100
254,Colorado,CO,under18,1997,1030557.0,104100
255,Colorado,CO,total,1997,4018293.0,104100
256,Colorado,CO,total,1998,4116639.0,104100
257,Colorado,CO,under18,1998,1060066.0,104100
258,Colorado,CO,total,2000,4326921.0,104100
259,Colorado,CO,under18,2000,1106676.0,104100
260,Colorado,CO,total,1999,4226018.0,104100
261,Colorado,CO,under18,1999,1083938.0,104100
262,Colorado,CO,total,2002,4490406.0,104100
263,Colorado,CO,under18,2002,1138273.0,104100
264,Colorado,CO,total,2001,4425687.0,104100
265,Colorado,CO,under18,2001,1126647.0,104100
266,Colorado,CO,total,2004,4575013.0,104100
267,Colorado,CO,under18,2004,1146369.0,104100
268,Colorado,CO,total,2003,4528732.0,104100
269,Colorado,CO,under18,2003,1144597.0,104100
270,Colorado,CO,total,2006,4720423.0,104100
271,Colorado,CO,under18,2006,1171832.0,104100
272,Colorado,CO,total,2005,4631888.0,104100
273,Colorado,CO,under18,2005,1156399.0,104100
274,Colorado,CO,total,2008,4889730.0,104100
275,Colorado,CO,under18,2008,1203289.0,104100
276,Colorado,CO,total,2007,4803868.0,104100
277,Colorado,CO,under18,2007,1189434.0,104100
278,Colorado,CO,total,2009,4972195.0,104100
279,Colorado,CO,under18,2009,1217213.0,104100
280,Colorado,CO,under18,2013,1237932.0,104100
281,Colorado,CO,total,2013,5268367.0,104100
282,Colorado,CO,under18,2010,1226619.0,104100
283,Colorado,CO,total,2010,5048196.0,104100
284,Colorado,CO,under18,2011,1230178.0,104100
285,Colorado,CO,total,2011,5118400.0,104100
286,Colorado,CO,under18,2012,1232864.0,104100
287,Colorado,CO,total,2012,5189458.0,104100
288,Connecticut,CT,under18,2012,794959.0,5544
289,Connecticut,CT,total,2012,3591765.0,5544
290,Connecticut,CT,under18,2011,805109.0,5544
291,Connecticut,CT,total,2011,3588948.0,5544
292,Connecticut,CT,under18,2010,814187.0,5544
293,Connecticut,CT,total,2010,3579210.0,5544
294,Connecticut,CT,under18,2013,785566.0,5544
295,Connecticut,CT,total,2013,3596080.0,5544
296,Connecticut,CT,total,2009,3561807.0,5544
297,Connecticut,CT,under18,2009,820839.0,5544
298,Connecticut,CT,total,2007,3527270.0,5544
299,Connecticut,CT,under18,2007,833484.0,5544
300,Connecticut,CT,total,2008,3545579.0,5544
301,Connecticut,CT,under18,2008,826626.0,5544
302,Connecticut,CT,total,2005,3506956.0,5544
303,Connecticut,CT,under18,2005,844034.0,5544
304,Connecticut,CT,total,2006,3517460.0,5544
305,Connecticut,CT,under18,2006,839372.0,5544
306,Connecticut,CT,total,2003,3484336.0,5544
307,Connecticut,CT,under18,2003,851115.0,5544
308,Connecticut,CT,total,2004,3496094.0,5544
309,Connecticut,CT,under18,2004,848979.0,5544
310,Connecticut,CT,total,2001,3432835.0,5544
311,Connecticut,CT,under18,2001,845850.0,5544
312,Connecticut,CT,total,2002,3458749.0,5544
313,Connecticut,CT,under18,2002,848877.0,5544
314,Connecticut,CT,total,1999,3386401.0,5544
315,Connecticut,CT,under18,1999,834654.0,5544
316,Connecticut,CT,total,2000,3411777.0,5544
317,Connecticut,CT,under18,2000,842242.0,5544
318,Connecticut,CT,under18,1998,824600.0,5544
319,Connecticut,CT,total,1998,3365352.0,5544
320,Connecticut,CT,total,1997,3349348.0,5544
321,Connecticut,CT,under18,1997,814373.0,5544
322,Connecticut,CT,under18,1996,811855.0,5544
323,Connecticut,CT,total,1996,3336685.0,5544
324,Connecticut,CT,total,1995,3324144.0,5544
325,Connecticut,CT,under18,1995,808623.0,5544
326,Connecticut,CT,total,1993,3309175.0,5544
327,Connecticut,CT,under18,1993,790749.0,5544
328,Connecticut,CT,under18,1994,801231.0,5544
329,Connecticut,CT,total,1994,3316121.0,5544
330,Connecticut,CT,under18,1991,766304.0,5544
331,Connecticut,CT,total,1991,3302895.0,5544
332,Connecticut,CT,under18,1992,777264.0,5544
333,Connecticut,CT,total,1992,3300712.0,5544
334,Connecticut,CT,total,1990,3291967.0,5544
335,Connecticut,CT,under18,1990,752666.0,5544
336,Delaware,DE,under18,1990,165628.0,1954
337,Delaware,DE,total,1990,669567.0,1954
338,Delaware,DE,under18,1992,174166.0,1954
339,Delaware,DE,total,1992,694927.0,1954
340,Delaware,DE,total,1991,683080.0,1954
341,Delaware,DE,under18,1991,169910.0,1954
342,Delaware,DE,total,1994,717545.0,1954
343,Delaware,DE,under18,1994,180833.0,1954
344,Delaware,DE,total,1993,706378.0,1954
345,Delaware,DE,under18,1993,176916.0,1954
346,Delaware,DE,under18,1995,181736.0,1954
347,Delaware,DE,total,1995,729735.0,1954
348,Delaware,DE,total,1996,740978.0,1954
349,Delaware,DE,under18,1996,184021.0,1954
350,Delaware,DE,under18,1997,186607.0,1954
351,Delaware,DE,total,1997,751487.0,1954
352,Delaware,DE,total,1998,763335.0,1954
353,Delaware,DE,under18,1998,189302.0,1954
354,Delaware,DE,total,2000,786373.0,1954
355,Delaware,DE,under18,2000,194914.0,1954
356,Delaware,DE,total,1999,774990.0,1954
357,Delaware,DE,under18,1999,192510.0,1954
358,Delaware,DE,total,2002,806169.0,1954
359,Delaware,DE,under18,2002,196946.0,1954
360,Delaware,DE,total,2001,795699.0,1954
361,Delaware,DE,under18,2001,196038.0,1954
362,Delaware,DE,total,2004,830803.0,1954
363,Delaware,DE,under18,2004,199631.0,1954
364,Delaware,DE,total,2003,818003.0,1954
365,Delaware,DE,under18,2003,198045.0,1954
366,Delaware,DE,total,2006,859268.0,1954
367,Delaware,DE,under18,2006,203729.0,1954
368,Delaware,DE,total,2005,845150.0,1954
369,Delaware,DE,under18,2005,201988.0,1954
370,Delaware,DE,total,2008,883874.0,1954
371,Delaware,DE,under18,2008,206116.0,1954
372,Delaware,DE,total,2007,871749.0,1954
373,Delaware,DE,under18,2007,205155.0,1954
374,Delaware,DE,under18,2013,203558.0,1954
375,Delaware,DE,total,2013,925749.0,1954
376,Delaware,DE,total,2009,891730.0,1954
377,Delaware,DE,under18,2009,206213.0,1954
378,Delaware,DE,under18,2010,205478.0,1954
379,Delaware,DE,total,2010,899711.0,1954
380,Delaware,DE,under18,2011,204801.0,1954
381,Delaware,DE,total,2011,907985.0,1954
382,Delaware,DE,under18,2012,204586.0,1954
383,Delaware,DE,total,2012,917053.0,1954
384,District of Columbia,DC,under18,2012,107642.0,68
385,District of Columbia,DC,total,2012,633427.0,68
386,District of Columbia,DC,under18,2011,103906.0,68
387,District of Columbia,DC,total,2011,619624.0,68
388,District of Columbia,DC,under18,2010,101309.0,68
389,District of Columbia,DC,total,2010,605125.0,68
390,District of Columbia,DC,under18,2013,111474.0,68
391,District of Columbia,DC,total,2013,646449.0,68
392,District of Columbia,DC,total,2009,592228.0,68
393,District of Columbia,DC,under18,2009,102098.0,68
394,District of Columbia,DC,total,2007,574404.0,68
395,District of Columbia,DC,under18,2007,104126.0,68
396,District of Columbia,DC,total,2008,580236.0,68
397,District of Columbia,DC,under18,2008,102257.0,68
398,District of Columbia,DC,total,2005,567136.0,68
399,District of Columbia,DC,under18,2005,107187.0,68
400,District of Columbia,DC,total,2006,570681.0,68
401,District of Columbia,DC,under18,2006,105651.0,68
402,District of Columbia,DC,total,2003,568502.0,68
403,District of Columbia,DC,under18,2003,111403.0,68
404,District of Columbia,DC,total,2004,567754.0,68
405,District of Columbia,DC,under18,2004,109756.0,68
406,District of Columbia,DC,total,2001,574504.0,68
407,District of Columbia,DC,under18,2001,114625.0,68
408,District of Columbia,DC,total,2002,573158.0,68
409,District of Columbia,DC,under18,2002,113822.0,68
410,District of Columbia,DC,total,1999,570220.0,68
411,District of Columbia,DC,under18,1999,115003.0,68
412,District of Columbia,DC,total,2000,572046.0,68
413,District of Columbia,DC,under18,2000,114503.0,68
414,District of Columbia,DC,under18,1998,113839.0,68
415,District of Columbia,DC,total,1998,565232.0,68
416,District of Columbia,DC,under18,1997,119531.0,68
417,District of Columbia,DC,total,1997,567739.0,68
418,District of Columbia,DC,under18,1996,121210.0,68
419,District of Columbia,DC,total,1996,572379.0,68
420,District of Columbia,DC,total,1995,580519.0,68
421,District of Columbia,DC,under18,1995,123620.0,68
422,District of Columbia,DC,total,1993,595302.0,68
423,District of Columbia,DC,under18,1993,120471.0,68
424,District of Columbia,DC,under18,1994,122170.0,68
425,District of Columbia,DC,total,1994,589240.0,68
426,District of Columbia,DC,total,1991,600870.0,68
427,District of Columbia,DC,under18,1991,116825.0,68
428,District of Columbia,DC,under18,1992,118636.0,68
429,District of Columbia,DC,total,1992,597567.0,68
430,District of Columbia,DC,under18,1990,112632.0,68
431,District of Columbia,DC,total,1990,605321.0,68
432,Florida,FL,total,1990,13033307.0,65758
433,Florida,FL,under18,1990,2988807.0,65758
434,Florida,FL,under18,1991,3045638.0,65758
435,Florida,FL,total,1991,13369798.0,65758
436,Florida,FL,total,1994,14239444.0,65758
437,Florida,FL,under18,1994,3299887.0,65758
438,Florida,FL,under18,1993,3214066.0,65758
439,Florida,FL,total,1993,13927185.0,65758
440,Florida,FL,total,1992,13650553.0,65758
441,Florida,FL,under18,1992,3120439.0,65758
442,Florida,FL,under18,1995,3366468.0,65758
443,Florida,FL,total,1995,14537875.0,65758
444,Florida,FL,total,1996,14853360.0,65758
445,Florida,FL,under18,1996,3431695.0,65758
446,Florida,FL,under18,1998,3557561.0,65758
447,Florida,FL,under18,1997,3502269.0,65758
448,Florida,FL,total,1997,15186304.0,65758
449,Florida,FL,total,1998,15486559.0,65758
450,Florida,FL,total,1999,15759421.0,65758
451,Florida,FL,under18,1999,3611711.0,65758
452,Florida,FL,total,2000,16047515.0,65758
453,Florida,FL,under18,2000,3654880.0,65758
454,Florida,FL,total,2001,16356966.0,65758
455,Florida,FL,under18,2001,3714439.0,65758
456,Florida,FL,total,2002,16689370.0,65758
457,Florida,FL,under18,2002,3774624.0,65758
458,Florida,FL,total,2003,17004085.0,65758
459,Florida,FL,under18,2003,3820876.0,65758
460,Florida,FL,total,2004,17415318.0,65758
461,Florida,FL,under18,2004,3890734.0,65758
462,Florida,FL,total,2005,17842038.0,65758
463,Florida,FL,under18,2005,3968178.0,65758
464,Florida,FL,total,2006,18166990.0,65758
465,Florida,FL,under18,2006,4022912.0,65758
466,Florida,FL,total,2007,18367842.0,65758
467,Florida,FL,under18,2007,4031098.0,65758
468,Florida,FL,total,2008,18527305.0,65758
469,Florida,FL,under18,2008,4018372.0,65758
470,Florida,FL,total,2009,18652644.0,65758
471,Florida,FL,under18,2009,3997283.0,65758
472,Florida,FL,under18,2013,4026674.0,65758
473,Florida,FL,total,2013,19552860.0,65758
474,Florida,FL,under18,2010,3999532.0,65758
475,Florida,FL,total,2010,18846054.0,65758
476,Florida,FL,under18,2011,4002550.0,65758
477,Florida,FL,total,2011,19083482.0,65758
478,Florida,FL,under18,2012,4012421.0,65758
479,Florida,FL,total,2012,19320749.0,65758
480,Georgia,GA,total,2012,9915646.0,59441
481,Georgia,GA,under18,2012,2487831.0,59441
482,Georgia,GA,under18,2011,2488898.0,59441
483,Georgia,GA,total,2011,9810181.0,59441
484,Georgia,GA,under18,2010,2490884.0,59441
485,Georgia,GA,total,2010,9713248.0,59441
486,Georgia,GA,total,2013,9992167.0,59441
487,Georgia,GA,total,2009,9620846.0,59441
488,Georgia,GA,under18,2009,2485781.0,59441
489,Georgia,GA,under18,2013,2489709.0,59441
490,Georgia,GA,total,2007,9349988.0,59441
491,Georgia,GA,under18,2007,2456249.0,59441
492,Georgia,GA,total,2008,9504843.0,59441
493,Georgia,GA,under18,2008,2479097.0,59441
494,Georgia,GA,total,2005,8925922.0,59441
495,Georgia,GA,under18,2005,2353604.0,59441
496,Georgia,GA,total,2006,9155813.0,59441
497,Georgia,GA,under18,2006,2406014.0,59441
498,Georgia,GA,total,2003,8622793.0,59441
499,Georgia,GA,under18,2003,2278710.0,59441
500,Georgia,GA,total,2004,8769252.0,59441
501,Georgia,GA,under18,2004,2308855.0,59441
502,Georgia,GA,total,2001,8377038.0,59441
503,Georgia,GA,under18,2001,2215390.0,59441
504,Georgia,GA,total,2002,8508256.0,59441
505,Georgia,GA,under18,2002,2249784.0,59441
506,Georgia,GA,total,1999,8045965.0,59441
507,Georgia,GA,under18,1999,2130698.0,59441
508,Georgia,GA,total,2000,8227303.0,59441
509,Georgia,GA,under18,2000,2176576.0,59441
510,Georgia,GA,total,1997,7685099.0,59441
511,Georgia,GA,under18,1997,2034163.0,59441
512,Georgia,GA,under18,1998,2078998.0,59441
513,Georgia,GA,total,1998,7863536.0,59441
514,Georgia,GA,under18,1996,1993171.0,59441
515,Georgia,GA,total,1996,7501069.0,59441
516,Georgia,GA,total,1995,7328413.0,59441
517,Georgia,GA,under18,1995,1949818.0,59441
518,Georgia,GA,under18,1992,1817781.0,59441
519,Georgia,GA,total,1992,6817203.0,59441
520,Georgia,GA,total,1993,6978240.0,59441
521,Georgia,GA,under18,1993,1865021.0,59441
522,Georgia,GA,under18,1994,1906539.0,59441
523,Georgia,GA,total,1994,7157165.0,59441
524,Georgia,GA,total,1991,6653005.0,59441
525,Georgia,GA,under18,1991,1773675.0,59441
526,Georgia,GA,under18,1990,1747363.0,59441
527,Georgia,GA,total,1990,6512602.0,59441
528,Hawaii,HI,under18,1990,279983.0,10932
529,Hawaii,HI,total,1990,1113491.0,10932
530,Hawaii,HI,total,1991,1136754.0,10932
531,Hawaii,HI,under18,1991,287871.0,10932
532,Hawaii,HI,under18,1994,307517.0,10932
533,Hawaii,HI,total,1994,1187536.0,10932
534,Hawaii,HI,total,1993,1172838.0,10932
535,Hawaii,HI,under18,1993,301473.0,10932
536,Hawaii,HI,under18,1992,295124.0,10932
537,Hawaii,HI,total,1992,1158613.0,10932
538,Hawaii,HI,total,1995,1196854.0,10932
539,Hawaii,HI,under18,1995,310325.0,10932
540,Hawaii,HI,under18,1996,311213.0,10932
541,Hawaii,HI,total,1996,1203755.0,10932
542,Hawaii,HI,under18,1998,304576.0,10932
543,Hawaii,HI,total,1998,1215233.0,10932
544,Hawaii,HI,total,1997,1211640.0,10932
545,Hawaii,HI,under18,1997,309465.0,10932
546,Hawaii,HI,total,2000,1213519.0,10932
547,Hawaii,HI,under18,2000,295352.0,10932
548,Hawaii,HI,total,1999,1210300.0,10932
549,Hawaii,HI,under18,1999,299680.0,10932
550,Hawaii,HI,total,2002,1239613.0,10932
551,Hawaii,HI,under18,2002,293600.0,10932
552,Hawaii,HI,total,2001,1225948.0,10932
553,Hawaii,HI,under18,2001,294133.0,10932
554,Hawaii,HI,total,2004,1273569.0,10932
555,Hawaii,HI,under18,2004,298103.0,10932
556,Hawaii,HI,total,2003,1251154.0,10932
557,Hawaii,HI,under18,2003,294519.0,10932
558,Hawaii,HI,total,2006,1309731.0,10932
559,Hawaii,HI,under18,2006,299313.0,10932
560,Hawaii,HI,total,2005,1292729.0,10932
561,Hawaii,HI,under18,2005,298497.0,10932
562,Hawaii,HI,total,2008,1332213.0,10932
563,Hawaii,HI,under18,2008,301094.0,10932
564,Hawaii,HI,total,2007,1315675.0,10932
565,Hawaii,HI,under18,2007,300207.0,10932
566,Hawaii,HI,under18,2013,307266.0,10932
567,Hawaii,HI,total,2009,1346717.0,10932
568,Hawaii,HI,under18,2009,302796.0,10932
569,Hawaii,HI,total,2013,1404054.0,10932
570,Hawaii,HI,total,2010,1363731.0,10932
571,Hawaii,HI,under18,2010,303812.0,10932
572,Hawaii,HI,total,2011,1376897.0,10932
573,Hawaii,HI,under18,2011,305396.0,10932
574,Hawaii,HI,under18,2012,305981.0,10932
575,Hawaii,HI,total,2012,1390090.0,10932
576,Idaho,ID,total,2012,1595590.0,83574
